part_id,sk,vehicle_model,variant,current_stock,reorder_level,supplier_id,lead_time_days,category,unit_cost,moq,single_source,part_name
PART-WIPERBLD,MARUTI_SWIFT#2023,MARUTI_SWIFT,2023,5,5,SUP-002,10,Consumable,2891.62,25,False,Wiper Blade
PART-WIPERBLD,HONDA_CITY#2022,HONDA_CITY,2022,19,5,SUP-008,5,Consumable,1736.49,18,True,Wiper Blade
PART-WIPERBLD,HONDA_CITY#2020,HONDA_CITY,2020,20,5,SUP-005,14,Consumable,614.73,30,True,Wiper Blade
PART-WIPERBLD,HYUNDAI_I20#2023,HYUNDAI_I20,2023,20,5,SUP-007,6,Consumable,416.71,15,True,Wiper Blade
PART-WIPERBLD,HYUNDAI_I20#2021,HYUNDAI_I20,2021,9,5,SUP-003,7,Consumable,4065.15,20,False,Wiper Blade
PART-WIPERBLD,TOYOTA_INNOVA#2020,TOYOTA_INNOVA,2020,12,5,SUP-002,10,Consumable,636.34,25,False,Wiper Blade
PART-WIPERBLD,TOYOTA_INNOVA#2022,TOYOTA_INNOVA,2022,24,5,SUP-010,4,Consumable,3964.17,8,False,Wiper Blade
PART-WIPERBLD,TATA_NEXON#2023,TATA_NEXON,2023,17,5,SUP-009,10,Consumable,2280.05,25,False,Wiper Blade
PART-WIPERBLD,KIA_SELTOS#2022,KIA_SELTOS,2022,23,5,SUP-005,14,Consumable,4950.65,30,False,Wiper Blade
PART-HEADLAMP,MARUTI_SWIFT#2021,MARUTI_SWIFT,2021,24,5,SUP-010,4,Consumable,348.14,8,True,Headlamp Bulb H4
PART-HEADLAMP,MARUTI_SWIFT#2023,MARUTI_SWIFT,2023,25,5,SUP-004,8,Consumable,1094.57,22,True,Headlamp Bulb H4
PART-HEADLAMP,HONDA_CITY#2022,HONDA_CITY,2022,12,5,SUP-003,7,Consumable,910.38,20,True,Headlamp Bulb H4
PART-HEADLAMP,HONDA_CITY#2020,HONDA_CITY,2020,5,5,SUP-003,7,Consumable,2072.16,20,False,Headlamp Bulb H4
PART-HEADLAMP,HYUNDAI_I20#2023,HYUNDAI_I20,2023,6,5,SUP-005,14,Consumable,1195.81,30,False,Headlamp Bulb H4
PART-HEADLAMP,HYUNDAI_I20#2021,HYUNDAI_I20,2021,7,5,SUP-008,5,Consumable,3452.56,18,False,Headlamp Bulb H4
PART-HEADLAMP,TOYOTA_INNOVA#2020,TOYOTA_INNOVA,2020,26,5,SUP-010,4,Consumable,4029.33,8,False,Headlamp Bulb H4
PART-HEADLAMP,TOYOTA_INNOVA#2022,TOYOTA_INNOVA,2022,8,5,SUP-007,6,Consumable,2745.58,15,False,Headlamp Bulb H4
PART-HEADLAMP,TATA_NEXON#2023,TATA_NEXON,2023,9,5,SUP-005,14,Consumable,403.48,30,False,Headlamp Bulb H4
PART-HEADLAMP,KIA_SELTOS#2022,KIA_SELTOS,2022,24,5,SUP-005,14,Consumable,3757.34,30,False,Headlamp Bulb H4
